 PEAK VALUE Output  --------  CD            1

        1   HOUR Average  CONCENTRATION Values at Selected Receptors  (ng/m**3)    
       19   Receptors are Included

 PD START TIME
 YYYY JDY HHMM   (I , J)  T     X(km)      Y(km)  

 2017 261 0400     9   0  D    762.308   5038.811  1.829728E-03
 2017 261 0500     6   0  D    760.333   5035.513  1.746277E-01
 2017 261 0600     6   0  D    760.333   5035.513  1.342753E-01
 2017 261 0700    19   0  D    762.221   5038.771  2.117398E+00
 2017 261 0800    19   0  D    762.221   5038.771  2.121283E-02
 2017 261 0900     0   0         0.000      0.000  0.000000E+00
 2017 261 1000     0   0         0.000      0.000  0.000000E+00
 2017 261 1100     0   0         0.000      0.000  0.000000E+00
 2017 261 1200     0   0         0.000      0.000  0.000000E+00
 2017 261 1300     1   0  D    762.253   5039.009  1.348803E+00
 2017 261 1400     1   0  D    762.253   5039.009  2.765866E+00
 2017 261 1500     1   0  D    762.253   5039.009  2.881753E+00
 2017 261 1600    16   0  D    762.452   5039.252  8.597351E-01
